No.,message_name,message_id_hex,message_id_dec,dlc,transmitter,cycle_time,signal_name,start_bit,length,byte_order,signed_unsigned,factor,offset,min_value,max_value,unit,initial_value,invalid_value,description,Loại lỗi,Điều kiện kích hoạt,Ý nghĩa kỹ thuật,Mức độ ảnh hưởng,Gợi ý chẩn đoán
1,FCAM_TSR_STATUS,0x080,128,8,FCAM_I,,FCAM_TSR_Warning_audible,16,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi camera phía trước phát hiện biển báo và cần cảnh báo tài xế,Cảnh báo từ hệ thống nhận diện biển báo giao thông,Trung bình - Cảnh báo an toàn,"Kiểm tra camera FCAM_I, kiểm tra kết nối CAN"
2,FCAM_TSR_STATUS,0x080,128,8,FCAM_I,,FCAM_TSR_Typ2_Flashing_Warning,34,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: FCAM_TSR_Typ2_Flashing_Warning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
3,FCAM_TSR_STATUS,0x080,128,8,FCAM_I,,FCAM_TSR_AudWarning_Feed,39,3,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: FCAM_TSR_AudWarning_Feed,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
4,FCAM_TSR_STATUS,0x080,128,8,FCAM_I,,FCAM_TSR_Typ1_Flashing_Warning,33,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: FCAM_TSR_Typ1_Flashing_Warning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
5,BCMFL_DoorStatus,0x0AA,170,8,CVC_I,,DoorAjarStatusFL,19,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
6,BCMFL_DoorStatus,0x0AA,170,8,CVC_I,,BonnetAjarStatus,27,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi ca pô không đóng kín,Trạng thái nắp ca pô hở,Trung bình,Kiểm tra cơ cấu ca pô
7,BCMFL_DoorStatus,0x0AA,170,8,CVC_I,,DoorAjarStatusRL,31,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
8,BCMFR_DoorStatus,0x0AB,171,8,CVC_I,,DoorAjarStatusFR,21,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
9,BCMFR_DoorStatus,0x0AB,171,8,CVC_I,,DoorAjarStatusRR,25,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
10,BCMRE_DoorStatus,0x0AC,172,8,CVC_I,,TailgateAjarStatus,17,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cốp sau không đóng kín,Trạng thái cốp sau hở,Trung bình,Kiểm tra cơ cấu cốp sau
11,FMCU_Status,0x0C9,201,8,CVC_I,,FMCU_StsMCUFault,51,4,Motorola,Unsigned,1,0,0,15,,,,,Lỗi,Khi vi điều khiển bị lỗi hoặc mất kết nối,Lỗi MCU (Microcontroller Unit) - lỗi vi điều khiển cục bộ,Rất cao - Hệ thống không hoạt động,"Kiểm tra vi điều khiển, bộ nhớ, kết nối điện"
12,CVC_LOGICAL_CLAMP,0x102,258,8,CVC_I,,Warning_Clamp_Incompatible,37,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi phát hiện sự không tương thích phần cứng,Cảnh báo sự không tương thích của kẹp/cổng kết nối,Trung bình,Kiểm tra kết nối phần cứng
13,BCM_FL_Measured_Data,0x104,260,12,CVC_I,,Resp_Error,35,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi không nhận được phản hồi từ module,Lỗi Response - lỗi phản hồi/truyền nhận dữ liệu,Cao - Giao tiếp CAN bị lỗi,"Kiểm tra kết nối CAN bus, kiểm tra module truyền nhận"
14,BCM_FL_Measured_Data,0x104,260,12,CVC_I,,EBS_error,37,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi hệ thống phanh điện tử bị lỗi hoặc mất tín hiệu,Lỗi EBS (Electronic Brake System) - lỗi hệ thống phanh điện tử,Rất cao - An toàn,"Kiểm tra hệ thống phanh, cảm biến áp suất phanh"
15,SS_DriveReq_0x108,0x108,264,8,CVC_I,,SS_Fault,35,4,Motorola,Unsigned,1,0,0,15,,,,,Lỗi,Khi cơ cấu sunshade bị lỗi hoặc motor bị hỏng,Lỗi hệ thống Sunshade (cửa sáng trời điều khiển),Thấp - Tiện nghi,"Kiểm tra motor sunshade, rà công tắc, kiểm tra relay"
16,TRM_LIGHT,0x10B,267,8,CVC_I,,TrailerSystemError,15,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố kết nối hoặc điều khiển trailer,Lỗi hệ thống rơ-moóc/trailer,Cao - An toàn tàu,"Kiểm tra kết nối trailer, kiểm tra các cảm biến"
17,BCM_LVBAT_Data,0x114,276,8,CVC_I,,LV_ErrorSts,14,3,Motorola,Unsigned,1,0,0,7,,,,,Lỗi,Khi điện áp pin 12V giảm dưới ngưỡng cho phép,Lỗi Low Voltage - lỗi điện áp thấp (pin 12V),Cao - Ảnh hưởng nhiều hệ thống,"Kiểm tra pin 12V, kiểm tra máy phát điện, kết nối đất"
18,BCM_LVBAT_Data,0x114,276,8,CVC_I,,LV_CellBalance_Error,60,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi có sự chênh lệch điện áp lớn giữa các cell pin,Lỗi cân bằng cell trong pin - mất cân bằng năng lượng giữa các cell,Cao - Pin có thể hư hỏng,"Kiểm tra BMS (Battery Management System), kiểm tra các cell pin"
19,FCAM_LDW_LKA_ELK,0x127,295,8,FCAM_I,,FCAM_ELK_Warning,55,4,Motorola,Unsigned,1,0,0,15,,,,,Cảnh báo,Khi phát hiện tình huống khẩn cấp cần giữ làn,Emergency Lane Keeping - cảnh báo hệ thống giữ làn khẩn cấp,Rất cao - An toàn tài xế,Kiểm tra toàn bộ hệ thống camera và cảm biến
20,FCAM_LDW_LKA_ELK,0x127,295,8,FCAM_I,,FCAM_LDW_Warning,41,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi xe định rời khỏi làn đường mà không bật xi nhan,Cảnh báo Lane Departure Warning - cảnh báo xe sắp rời khỏi làn đường,Cao - An toàn tài xế,"Kiểm tra camera front, cảm biến vị trí xe"
21,FCAM_LDW_LKA_ELK,0x127,295,8,FCAM_I,,FCAM_handsoff_Warning_Mode_2,63,3,Motorola,Unsigned,1,0,0,7,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: FCAM_handsoff_Warning_Mode_2,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
22,FCAM_LDW_LKA_ELK,0x127,295,8,FCAM_I,,FCAM_LKA_Warning,36,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi hệ thống giữ làn đường không hoạt động hoặc bị lỗi,Lane Keeping Assist Warning - cảnh báo hệ thống giữ làn đường,Cao - An toàn,"Kiểm tra camera, cảm biến vị trí, hệ thống lái"
23,WCBS_ESC_Status,0x132,306,8,CVC_I,,ESC_HSA_Status_Fault,41,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi hệ thống ổn định hoặc hỗ trợ khởi động trên dốc bị lỗi,Lỗi ESC (Electronic Stability Control) và HSA (Hill Start Assist),Rất cao - An toàn,"Kiểm tra cảm biến gia tốc, cảm biến quay bánh, hệ thống phanh ABS"
24,EPS_SAS_Sensor,0x17E,382,8,CVC_I,,SAS_SASFailure,33,2,Motorola,Unsigned,1,0,0,1,,,,,Hỏng,Khi cảm biến góc lái không hoạt động hoặc bị mất hiệu hiệu chuẩn,Lỗi SAS (Steering Angle Sensor) - cảm biến góc lái bị hỏng,Cao - Các hệ thống lái tự động không hoạt động,"Kiểm tra cảm biến góc lái, hiệu chuẩn lái, kết nối CAN"
31,MHU_ADSA02,0x1F2,498,8,MHU,,Nav_errorSts,23,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi hệ thống GPS hoặc dẫn đường bị lỗi,Lỗi hệ thống Навigation (dẫn đường),Thấp - Tiện nghi,"Kiểm tra module GPS, kết nối ăng ten, phần mềm"
34,CVC_ACU_Info1,0x1FB,507,8,CVC_I,,CVC_SeatBelt_2nd_Warning_TIMER,47,7,Motorola,Unsigned,1,0,0,127,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CVC_SeatBelt_2nd_Warning_TIMER,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
35,FCAM_Display_Info,0x203,515,16,FCAM_I,,FCAM_SCAM_Fault,101,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: FCAM_SCAM_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
36,FCAM_Display_Info,0x203,515,16,FCAM_I,,FCAM_MRR_Fault,99,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: FCAM_MRR_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
37,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_Undervoltage_Fault_Sts,0,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_Undervoltage_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
38,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_Overvoltage_Fault_Sts,1,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_Overvoltage_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
39,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_MotorReverse_Fault_Sts,8,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_MotorReverse_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
40,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_Hall_Fault_Sts,9,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_Hall_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
41,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_Relay_Fault,11,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_Relay_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
42,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_Commu_Fault_Sts,12,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_Commu_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
43,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_ThermalProtection_Fault_Sts,16,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SR_ThermalProtection_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
44,BCM_SunroofSts,0x207,519,8,CVC_I,,SR_Error_RSP,28,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: SR_Error_RSP,Cao,"Kiểm tra kết nối, module, phần mềm"
45,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_MotorReverse_Fault_Status,0,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SS_MotorReverse_Fault_Status,Cao,"Kiểm tra module liên quan, kết nối CAN"
46,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_Undervoltage_Fault_Status,7,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SS_Undervoltage_Fault_Status,Cao,"Kiểm tra module liên quan, kết nối CAN"
47,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_Overvoltage_Fault_Status,10,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SS_Overvoltage_Fault_Status,Cao,"Kiểm tra module liên quan, kết nối CAN"
48,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_Relay_Fault,11,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SS_Relay_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
49,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_Hall_Fault_Status,13,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SS_Hall_Fault_Status,Cao,"Kiểm tra module liên quan, kết nối CAN"
50,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_Commu_Fault_Status,14,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: SS_Commu_Fault_Status,Cao,"Kiểm tra module liên quan, kết nối CAN"
51,BCM_SunshadeSts,0x208,520,8,CVC_I,,SS_Error_RSP,63,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: SS_Error_RSP,Cao,"Kiểm tra kết nối, module, phần mềm"
52,BCM_FKS_STATUS,0x20B,523,2,CVC_I,,FKS_RespError,0,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi hệ thống chìa khóa thông minh không phản hồi,Lỗi Response từ FKS (Keyless Entry System),Trung bình,"Kiểm tra module khóa, kết nối, pin chìa khóa"
53,BCM_FKS_STATUS,0x20B,523,2,CVC_I,,FKS_HWError,3,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phần cứng chìa khóa thông minh bị lỗi,Lỗi phần cứng FKS (Keyless Entry System),Trung bình,"Kiểm tra phần cứng module, vi mạch"
54,BCM_FKS_STATUS,0x20B,523,2,CVC_I,,FKS_AntennaError,5,2,Motorola,Unsigned,1,0,0,3,-,,,,Lỗi,Khi ăng ten nhận không tín hiệu từ chìa khóa,Lỗi ăng ten FKS - ăng ten nhận tín hiệu chìa khóa bị lỗi,Trung bình,"Kiểm tra ăng ten, kết nối, mối nối"
55,WCBS_STATUS,0x20D,525,8,CVC_I,,ABSFailed,14,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi hệ thống ABS bị lỗi hoặc cảm biến bánh xe bị sai lệch,Lỗi ABS (Anti-Lock Braking System) - hệ thống phanh chống khóa,Rất cao - An toàn,"Kiểm tra cảm biến tốc độ bánh xe, ECU phanh, đường ống phanh"
59,WCBS_STATUS,0x20D,525,8,CVC_I,,ABS_EBDFailed,55,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi hệ thống phân phối phanh bị lỗi,Lỗi EBD (Electronic Brake Distribution) - phân phối phanh điện tử,Rất cao - An toàn,"Kiểm tra hệ thống phanh, van phân phối, cảm biến"
65,FCAM_AEB_FCW,0x21C,540,12,FCAM_I,,FCAM_AEB_Warning,13,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: FCAM_AEB_Warning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
73,FCAM_AEB_FCW,0x21C,540,12,FCAM_I,,FCAM_FCW_warning,43,2,Motorola,Unsigned,1,0,0,3,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: FCAM_FCW_warning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
86,WCBS_VAFS,0x230,560,12,CVC_I,,WCBS_EPB_Fault,26,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phanh đỗ xe không hoạt động bình thường,Lỗi Electronic Parking Brake - hệ thống phanh đỗ xe điện tử,Cao - An toàn,"Kiểm tra motor phanh đỗ, cảm biến, mạch điều khiển EPB"
87,WCBS_VAFS,0x230,560,12,CVC_I,,WCBS_ROMFailure,17,1,Motorola,Unsigned,1,0,0,1,,,,,Hỏng,Khi phần mềm/dữ liệu lưu trữ bị hỏng,Lỗi ROM (Read-Only Memory) trong WCBS,Rất cao,"Kiểm tra ECU WCBS, có thể cần lập trình lại"
88,WCBS_VAFS,0x230,560,12,CVC_I,,WCBS_TSMFailure,53,1,Motorola,Unsigned,1,0,0,1,,,,,Hỏng,Khi hệ thống kiểm soát lực kéo/ổn định bị lỗi,Lỗi Traction/Stability Management trong WCBS,Rất cao - An toàn,"Kiểm tra ECU phanh, cảm biến, kết nối CAN"
89,WCBS_VAFS,0x230,560,12,CVC_I,,WCBS_DTCFailure,41,1,Motorola,Unsigned,1,0,0,1,,,,,Hỏng,Khi bộ lưu trữ mã lỗi bị hỏng,Lỗi DTC (Diagnostic Trouble Code) trong WCBS,Trung bình,"Kiểm tra bộ nhớ ECU WCBS, có thể cần thay thế"
90,DoorFLStatus,0x231,561,8,CVC_I,,BDLFLResponseError,32,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: BDLFLResponseError,Cao,"Kiểm tra kết nối, module, phần mềm"
91,DoorFLStatus,0x231,561,8,CVC_I,,NDoorFLOutsideHandleFailure,26,3,Motorola,Unsigned,1,0,0,7,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: NDoorFLOutsideHandleFailure,Cao,"Kiểm tra module liên quan, kết nối CAN"
92,DoorFLStatus,0x231,561,8,CVC_I,,NDoorLatchFLFailure,55,6,Motorola,Unsigned,1,0,0,63,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: NDoorLatchFLFailure,Cao,"Kiểm tra module liên quan, kết nối CAN"
93,DoorFLStatus,0x231,561,8,CVC_I,,DOW_DoorAjarStatusFL,15,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
94,DoorFLStatus,0x231,561,8,CVC_I,,DOW_DoorAjarStatusRL,13,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
95,DoorFLStatus,0x231,561,8,CVC_I,,CVC_ADAS_BonnetAjarStatus,28,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi ca pô không đóng kín,Trạng thái nắp ca pô hở,Trung bình,Kiểm tra cơ cấu ca pô
96,DoorFLStatus,0x231,561,8,CVC_I,,CVC_ADAS_TailgateAjarStatus,30,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cốp sau không đóng kín,Trạng thái cốp sau hở,Trung bình,Kiểm tra cơ cấu cốp sau
97,DoorFRStatus,0x248,584,8,CVC_I,,BDLFRResponseError,32,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: BDLFRResponseError,Cao,"Kiểm tra kết nối, module, phần mềm"
98,DoorFRStatus,0x248,584,8,CVC_I,,NDoorFROutsideHandleFailure,26,3,Motorola,Unsigned,1,0,0,7,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: NDoorFROutsideHandleFailure,Cao,"Kiểm tra module liên quan, kết nối CAN"
99,DoorFRStatus,0x248,584,8,CVC_I,,NDoorLatchFRFailure,55,6,Motorola,Unsigned,1,0,0,63,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: NDoorLatchFRFailure,Cao,"Kiểm tra module liên quan, kết nối CAN"
100,DoorFRStatus,0x248,584,8,CVC_I,,DOW_DoorAjarStatusFR,15,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
101,DoorFRStatus,0x248,584,8,CVC_I,,DOW_DoorAjarStatusRR,13,2,Motorola,Unsigned,1,0,0,3,,,,,Trạng thái,Khi cửa không đóng kín hoặc không khóa hoàn toàn,Trạng thái cửa xe hở (không đóng kín),Trung bình - Cảnh báo người lái,"Kiểm tra cơ cấu cửa, rà cảm biến cửa"
102,WCBS_Info,0x270,624,12,CVC_I,,WCBS_Fault_Status,14,3,Motorola,Unsigned,1,0,0,7,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: WCBS_Fault_Status,Cao,"Kiểm tra module liên quan, kết nối CAN"
103,WCBS_Info,0x270,624,12,CVC_I,,WCBS_IBS_Sys_Fault_Sts,15,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: WCBS_IBS_Sys_Fault_Sts,Cao,"Kiểm tra module liên quan, kết nối CAN"
