No.,message_name,message_id_hex,message_id_dec,dlc,transmitter,cycle_time,signal_name,start_bit,length,byte_order,signed_unsigned,factor,offset,min_value,max_value,unit,initial_value,invalid_value,description,Loại lỗi,Điều kiện kích hoạt,Ý nghĩa kỹ thuật,Mức độ ảnh hưởng,Gợi ý chẩn đoán
104,APM_WINDOW_POS_FL,0x28C,652,8,CVC_I,,Window_Warning,17,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi cửa sổ không đóng/mở bình thường,Cảnh báo cửa sổ - motor cửa sổ bị lỗi hoặc không đáp ứng,Thấp - Tiện nghi,"Kiểm tra motor cửa, cảm biến vị trí, relay nâng hạ"
105,APM_WINDOW_POS_FR,0x28D,653,8,CVC_I,,Window_Warning,17,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi cửa sổ không đóng/mở bình thường,Cảnh báo cửa sổ - motor cửa sổ bị lỗi hoặc không đáp ứng,Thấp - Tiện nghi,"Kiểm tra motor cửa, cảm biến vị trí, relay nâng hạ"
106,APM_WINDOW_POS_RE,0x28E,654,8,CVC_I,,Window_Warning,17,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi cửa sổ không đóng/mở bình thường,Cảnh báo cửa sổ - motor cửa sổ bị lỗi hoặc không đáp ứng,Thấp - Tiện nghi,"Kiểm tra motor cửa, cảm biến vị trí, relay nâng hạ"
107,SeatMassage_Output,0x2A2,674,8,CVC_I,,LSSM_APumpFail,35,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: LSSM_APumpFail,Cao,"Kiểm tra module liên quan, kết nối CAN"
108,SeatMassage_Output,0x2A2,674,8,CVC_I,,LSSM_BPumpFail,43,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: LSSM_BPumpFail,Cao,"Kiểm tra module liên quan, kết nối CAN"
109,SeatMassage_Output,0x2A2,674,8,CVC_I,,LSSM_CPumpFail,51,2,Motorola,Unsigned,1,0,0,3,-,,,,Lỗi,Khi phát hiện sự cố,Lỗi: LSSM_CPumpFail,Cao,"Kiểm tra module liên quan, kết nối CAN"
110,SeatMassage_Output,0x2A2,674,8,CVC_I,,LSSM_DPumpFail,59,2,Motorola,Unsigned,1,0,0,3,-,,,,Lỗi,Khi phát hiện sự cố,Lỗi: LSSM_DPumpFail,Cao,"Kiểm tra module liên quan, kết nối CAN"
111,CPD_OUTPUT,0x307,775,8,CVC_I,,CPD_Init_Warning_Delay,30,4,Motorola,Unsigned,1,0,0,15,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CPD_Init_Warning_Delay,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
115,MHU_RAEB,0x314,788,8,MHU,,MHU_RAEB_Warning,29,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: MHU_RAEB_Warning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
126,SRR_RR_CalSensor_Status,0x33A,826,8,SRR_RR,,SRR_RR_Warning_Flag_21,30,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: SRR_RR_Warning_Flag_21,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
127,SRR_RR_CalSensor_Status,0x33A,826,8,SRR_RR,,SRR_RR_Warning_Flag_22,29,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: SRR_RR_Warning_Flag_22,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
128,SRR_RR_CalSensor_Status,0x33A,826,8,SRR_RR,,SRR_RR_Warning_Flag_23,28,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: SRR_RR_Warning_Flag_23,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
129,SRR_RR_CalSensor_Status,0x33A,826,8,SRR_RR,,SRR_RR_Warning_Flag_24,27,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: SRR_RR_Warning_Flag_24,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
132,MHU_FCAM_req,0x354,852,12,MHU,,MHU_LA_AudWarning,15,2,Motorola,Unsigned,1,0,0,3,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: MHU_LA_AudWarning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
133,MHU_FCAM_req,0x354,852,12,MHU,,MHU_BSD_AudWarning,21,2,Motorola,Unsigned,1,0,0,3,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: MHU_BSD_AudWarning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
140,WCBS_RecuBrkTrqReq,0x362,866,16,CVC_I,,WCBS_RegenMonFail,13,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi hệ thống phanh tái tạo năng lượng bị lỗi,Lỗi Regenerative Braking Monitoring - kiểm soát phanh năng lượng,Cao - Ảnh hưởng tiết kiệm năng lượng,"Kiểm tra hệ thống pin, điều khiển sạc, cảm biến"
141,CVC_WMCID_Sts,0x373,883,8,CVC_I,,CVC_WMCID_IVITheftWarning,0,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CVC_WMCID_IVITheftWarning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
142,CVC_WMCID_Sts,0x373,883,8,CVC_I,,CVC_WMCID_CAppTheftWarning,1,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CVC_WMCID_CAppTheftWarning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
143,EVCC_Charging_Sts,0x37C,892,8,CVC_I,,EVCC_VehChgCompError_Sts,34,3,Motorola,Unsigned,1,0,0,7,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: EVCC_VehChgCompError_Sts,Cao,"Kiểm tra kết nối, module, phần mềm"
146,MFS_Control_Button,0x3F7,1015,12,CVC_I,,MFS_L_Failure,17,3,Motorola,Unsigned,1,0,0,7,Bit,,,,Lỗi,Khi phát hiện sự cố,Lỗi: MFS_L_Failure,Cao,"Kiểm tra module liên quan, kết nối CAN"
147,MFS_Control_Button,0x3F7,1015,12,CVC_I,,MFS_LIN_error,51,3,Motorola,Unsigned,1,0,0,7,Bit,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: MFS_LIN_error,Cao,"Kiểm tra kết nối, module, phần mềm"
148,MFS_Control_Button,0x3F7,1015,12,CVC_I,,MFS_R_Failure,48,3,Motorola,Unsigned,1,0,0,7,Bit,,,,Lỗi,Khi phát hiện sự cố,Lỗi: MFS_R_Failure,Cao,"Kiểm tra module liên quan, kết nối CAN"
149,XGW_FOTA_StsConfirm,0x3FC,1020,4,CVC_I,,XGW_FOTA_Error_Code,23,8,Motorola,Unsigned,1,0,0,255,-,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: XGW_FOTA_Error_Code,Cao,"Kiểm tra kết nối, module, phần mềm"
150,BCM_Comfort_Confirm_FL_sts,0x41D,1053,8,CVC_I,,BCM_FL_STAT_MirrorDefaultSTATtin,13,2,Motorola,Unsigned,1,0,0,3,-,,,,Lỗi,Khi phát hiện sự cố,Lỗi: BCM_FL_STAT_MirrorDefaultSTATtin,Cao,"Kiểm tra module liên quan, kết nối CAN"
151,BCM_Comfort_Confirm_FR_sts,0x421,1057,8,CVC_I,,BCM_FR_STAT_MirrorDefaultSTATtin,13,2,Motorola,Unsigned,1,0,0,3,-,,,,Lỗi,Khi phát hiện sự cố,Lỗi: BCM_FR_STAT_MirrorDefaultSTATtin,Cao,"Kiểm tra module liên quan, kết nối CAN"
152,MHU_FOTA_STATUS,0x432,1074,8,CVC_I,,MHU_FOTA_Error_Code,23,8,Motorola,Unsigned,1,0,0,255,-,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: MHU_FOTA_Error_Code,Cao,"Kiểm tra kết nối, module, phần mềm"
153,WLC_Status,0x442,1090,2,CVC_I,,WLC_IC_Error,0,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_IC_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
154,WLC_Status,0x442,1090,2,CVC_I,,WLC_FAN_Error,1,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_FAN_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
155,WLC_Status,0x442,1090,2,CVC_I,,WLC_TempSNSR_Error,2,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_TempSNSR_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
156,WLC_Status,0x442,1090,2,CVC_I,,WLC_VehSpeed_Error,11,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_VehSpeed_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
157,WLC_Status,0x442,1090,2,CVC_I,,WLC_Resp_Error,12,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi không nhận được phản hồi từ module,Lỗi Response - lỗi phản hồi/truyền nhận dữ liệu,Cao - Giao tiếp CAN bị lỗi,"Kiểm tra kết nối CAN bus, kiểm tra module truyền nhận"
158,WLC_Status,0x442,1090,2,CVC_I,,WLC_FOD_Error,13,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_FOD_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
159,WLC_Status,0x442,1090,2,CVC_I,,WLC_Curr_Error,14,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_Curr_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
160,WLC_Status,0x442,1090,2,CVC_I,,WLC_Temp_Error,15,1,Motorola,Unsigned,1,0,0,1,,,,,Lỗi,Khi phát hiện lỗi giao tiếp hoặc hoạt động,Lỗi: WLC_Temp_Error,Cao,"Kiểm tra kết nối, module, phần mềm"
161,MHU_SVM_DMS_STS,0x45C,1116,8,MHU,,MHU_SVM_FCamera_Fault,13,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: MHU_SVM_FCamera_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
162,MHU_SVM_DMS_STS,0x45C,1116,8,MHU,,MHU_SVM_LCamera_Fault,15,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: MHU_SVM_LCamera_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
163,MHU_SVM_DMS_STS,0x45C,1116,8,MHU,,MHU_SVM_RCamera_Fault,17,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: MHU_SVM_RCamera_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
164,MHU_SVM_DMS_STS,0x45C,1116,8,MHU,,MHU_SVM_RightCamera_Fault,19,2,Motorola,Unsigned,1,0,0,3,,,,,Lỗi,Khi phát hiện sự cố,Lỗi: MHU_SVM_RightCamera_Fault,Cao,"Kiểm tra module liên quan, kết nối CAN"
165,MHU_SVM_DMS_STS,0x45C,1116,8,MHU,,MHU_SETTING_DMSWarning,25,2,Motorola,Unsigned,1,0,0,3,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: MHU_SETTING_DMSWarning,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
166,DSCU_WarnMsg,0x480,1152,8,CVC_I,,CHKSM_PSM_WARNING_MSG,7,8,Motorola,Unsigned,1,0,0,255,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CHKSM_PSM_WARNING_MSG,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
167,DSCU_WarnMsg,0x480,1152,8,CVC_I,,ALV_PSM_WARNING_MSG,11,4,Motorola,Unsigned,1,0,0,15,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: ALV_PSM_WARNING_MSG,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
168,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_AutoHLLevelingFault,12,1,Motorola,Unsigned,1,0,0,1,-,,,,Lỗi,Khi phát hiện sự cố,Lỗi: XGW_AutoHLLevelingFault,Cao,"Kiểm tra module liên quan, kết nối CAN"
169,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_3,14,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
170,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_4,15,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
171,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_5,16,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
172,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_6,17,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
173,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_7,18,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
174,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_8,19,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
175,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_9,20,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
176,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_10,21,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
177,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_11,22,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
178,XGW_WarnMsg,0x482,1154,8,CVC_I,,XGW_Warning_Flag_12,23,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện sự cố trong trung tâm điều khiển chính,Cảnh báo từ Gateway/Control Unit,Cao,"Kiểm tra ECU chính, kết nối CAN bus, nguồn điện"
179,TPMS_TirePressure,0x483,1155,8,CVC_I,,TPMS_FLTirePressAlarm,34,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_FLTirePressAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
180,TPMS_TirePressure,0x483,1155,8,CVC_I,,TPMS_FRTirePressAlarm,38,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_FRTirePressAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
181,TPMS_TirePressure,0x483,1155,8,CVC_I,,TPMS_RLTirePressAlarm,42,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_RLTirePressAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
182,TPMS_TirePressure,0x483,1155,8,CVC_I,,TPMS_RRTirePressAlarm,46,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_RRTirePressAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
183,TPMS_TirePressure,0x483,1155,8,CVC_I,,TPMS_TireTempAlarm,52,1,Motorola,Unsigned,1,0,0,1,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_TireTempAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
184,TPMS_TirePressure2,0x486,1158,8,CVC_I,,CHKSM_TirePressAlarm,7,8,Motorola,Unsigned,1,0,0,255,,,,,Chưa xác định,Chưa xác định,Signal: CHKSM_TirePressAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
185,TPMS_TirePressure2,0x486,1158,8,CVC_I,,ALV_TirePressAlarm,11,4,Motorola,Unsigned,1,0,0,15,,,,,Chưa xác định,Chưa xác định,Signal: ALV_TirePressAlarm - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
186,TPMS_TirePressure2,0x486,1158,8,CVC_I,,TPMS_FLTirePressAlarm2,18,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_FLTirePressAlarm2 - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
187,TPMS_TirePressure2,0x486,1158,8,CVC_I,,TPMS_FRTirePressAlarm2,21,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_FRTirePressAlarm2 - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
188,TPMS_TirePressure2,0x486,1158,8,CVC_I,,TPMS_RLTirePressAlarm2,26,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_RLTirePressAlarm2 - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
189,TPMS_TirePressure2,0x486,1158,8,CVC_I,,TPMS_RRTirePressAlarm2,29,3,Motorola,Unsigned,1,0,0,7,,,,,Chưa xác định,Chưa xác định,Signal: TPMS_RRTirePressAlarm2 - Chưa xác định,Chưa xác định,"Kiểm tra tài liệu CAN, liên hệ nhà cung cấp"
190,ACU_WarnMsg,0x488,1160,8,CVC_I,,CHKSM_ACU_WARNING_MSG,7,8,Motorola,Unsigned,1,0,0,255,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CHKSM_ACU_WARNING_MSG,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
191,ACU_WarnMsg,0x488,1160,8,CVC_I,,ALV_ACU_WARNING_MSG,11,4,Motorola,Unsigned,1,0,0,15,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: ALV_ACU_WARNING_MSG,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
192,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_2,13,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_2,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
193,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_3,14,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_3,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
194,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_4,15,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_4,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
195,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_5,16,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_5,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
196,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_6,17,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_6,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
197,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_7,18,1,Motorola,Unsigned,1,0,0,1,-,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_7,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
198,BCM_FR_CCU_WarnMsg,0x489,1161,8,CVC_I,,CCU_Warning_Flag_8,19,1,Motorola,Unsigned,1,0,0,1,,,,,Cảnh báo,Khi phát hiện trạng thái cảnh báo,Cảnh báo: CCU_Warning_Flag_8,Trung bình,"Kiểm tra hệ thống liên quan, xem lại mã lỗi"
